070000000;+03:00;217.8;218;215.78;216.81;2743970
071000000;+03:00;216.85;217.8;216.81;217.15;986940
072000000;+03:00;217.15;223.99;217.07;221.39;5350020
073000000;+03:00;221.49;222.2;221.04;221.25;3584090
074000000;+03:00;221.25;221.72;220.58;221.05;1513470
075000000;+03:00;221.14;221.85;221;221.48;1358790
080000000;+03:00;221.47;221.85;220.01;220.44;2392160
081000000;+03:00;220.44;220.5;219.3;220.4;1049900
082000000;+03:00;220.39;220.65;219.63;220.24;1155550
083000000;+03:00;220.25;221.1;220.25;220.6;995700
084000000;+03:00;220.62;220.62;219.54;220.12;616550
085000000;+03:00;220.14;220.47;219.21;220.05;588160
090000000;+03:00;220.05;220.5;219.7;220.19;435150
091000000;+03:00;220.19;220.59;218.94;219.71;993310
092000000;+03:00;219.79;220;219.39;219.63;280800
093000000;+03:00;219.64;219.68;218.23;218.25;1036440
094000000;+03:00;218.28;219;218.17;218.64;451820
095000000;+03:00;218.73;218.78;217.99;218.25;510260
100000000;+03:00;218.17;218.26;217;218.17;1484400
101000000;+03:00;218.17;219.31;217.69;219.15;1045130
102000000;+03:00;219.13;219.38;217.91;218.89;917030
103000000;+03:00;218.98;219.16;218.68;219;256110
104000000;+03:00;219;219;218.11;218.56;423930
105000000;+03:00;218.57;218.94;218.44;218.63;208610
110000000;+03:00;218.63;219.01;218.28;218.51;210910
111000000;+03:00;218.41;218.45;217.37;217.81;547860
112000000;+03:00;217.75;218.18;217.68;217.85;382090
113000000;+03:00;217.95;218.29;217.88;218.1;260400
114000000;+03:00;218.08;218.29;217.88;218.18;156050
115000000;+03:00;218.11;218.3;218;218.13;158970
120000000;+03:00;218.11;218.68;218.03;218.3;174220
121000000;+03:00;218.4;218.42;217.5;217.93;537050
122000000;+03:00;217.85;218.22;217.72;217.85;252830
123000000;+03:00;217.82;217.85;217.3;217.65;432600
124000000;+03:00;217.65;217.65;216.8;217.65;1122090
125000000;+03:00;217.65;217.85;217.11;217.36;339920
130000000;+03:00;217.36;217.45;216.55;216.64;936280
131000000;+03:00;216.58;217.29;216.55;216.96;702230
132000000;+03:00;216.96;217.29;216.85;217.18;636370
133000000;+03:00;217.15;217.35;216.73;217.29;440590
134000000;+03:00;217.29;217.35;217.09;217.21;433190
135000000;+03:00;217.21;217.35;217.2;217.28;422790
140000000;+03:00;217.23;217.5;216.64;216.69;1544700
141000000;+03:00;216.7;217.2;216.31;216.7;2924960
142000000;+03:00;216.7;217.5;216.23;217.5;1253460
143000000;+03:00;217.48;217.5;216.72;216.89;646360
144000000;+03:00;216.91;217.19;216.83;216.93;365100
145000000;+03:00;216.87;216.98;216.38;216.66;1102810
150000000;+03:00;216.7;217;216.4;216.74;882080
151000000;+03:00;216.81;217.15;216.65;216.8;433610
152000000;+03:00;216.8;217.1;216.72;217.06;533760
153000000;+03:00;217.06;217.15;216.5;217;2119580
154000000;+03:00;216.61;216.61;216.61;216.61;584150
