065937000;+03:00;2761147139;196.32;20;;;
065937000;+03:00;2761147140;196.32;10;;;
065937000;+03:00;2761147141;196.32;30;;;
065937000;+03:00;2761147142;196.32;300;;;
065937000;+03:00;2761147143;196.32;1660;;;
065937000;+03:00;2761147144;196.32;260;;;
065937000;+03:00;2761147145;196.32;80;;;
065937000;+03:00;2761147146;196.32;20;;;
065937000;+03:00;2761147147;196.32;250;;;
065937000;+03:00;2761147148;196.32;300;;;
065937000;+03:00;2761147149;196.32;2050;;;
065937000;+03:00;2761147150;196.32;500;;;
065937000;+03:00;2761147151;196.32;1010;;;
065937000;+03:00;2761147152;196.32;3600;;;
065937000;+03:00;2761147153;196.32;10;;;
065937000;+03:00;2761147154;196.32;180;;;
065937000;+03:00;2761147155;196.32;20;;;
065937000;+03:00;2761147156;196.32;20;;;
065937000;+03:00;2761147157;196.32;100;;;
065937000;+03:00;2761147158;196.32;50;;;
065937000;+03:00;2761147159;196.32;10;;;
065937000;+03:00;2761147160;196.32;970;;;
065937000;+03:00;2761147161;196.32;20;;;
065937000;+03:00;2761147162;196.32;40;;;
065937000;+03:00;2761147163;196.32;40;;;
065937000;+03:00;2761147164;196.32;320;;;
065937000;+03:00;2761147165;196.32;1600;;;
065937000;+03:00;2761147166;196.32;10;;;
065937000;+03:00;2761147167;196.32;10;;;
065937000;+03:00;2761147168;196.32;480;;;
065937000;+03:00;2761147169;196.32;20;;;
065937000;+03:00;2761147170;196.32;30;;;
065937000;+03:00;2761147171;196.32;50;;;
065937000;+03:00;2761147172;196.32;1000;;;
065937000;+03:00;2761147173;196.32;50;;;
065937000;+03:00;2761147174;196.32;1070;;;
065937000;+03:00;2761147175;196.32;10;;;
065937000;+03:00;2761147176;196.32;10;;;
065937000;+03:00;2761147177;196.32;100;;;
065937000;+03:00;2761147178;196.32;10;;;
065937000;+03:00;2761147179;196.32;10;;;
065937000;+03:00;2761147180;196.32;10;;;
065937000;+03:00;2761147181;196.32;150;;;
065937000;+03:00;2761147182;196.32;10;;;
065937000;+03:00;2761147183;196.32;620;;;
065937000;+03:00;2761147184;196.32;310;;;
065937000;+03:00;2761147185;196.32;70;;;
065937000;+03:00;2761147186;196.32;10;;;
065937000;+03:00;2761147187;196.32;100;;;
065937000;+03:00;2761147188;196.32;60;;;
065937000;+03:00;2761147189;196.32;10;;;
065937000;+03:00;2761147190;196.32;10;;;
065937000;+03:00;2761147191;196.32;800;;;
065937000;+03:00;2761147192;196.32;100;;;
065937000;+03:00;2761147193;196.32;20;;;
065937000;+03:00;2761147194;196.32;1540;;;
065937000;+03:00;2761147195;196.32;60;;;
065937000;+03:00;2761147196;196.32;50;;;
065937000;+03:00;2761147197;196.32;5000;;;
065937000;+03:00;2761147198;196.32;10;;;
065937000;+03:00;2761147199;196.32;10;;;
065937000;+03:00;2761147200;196.32;100;;;
065937000;+03:00;2761147201;196.32;100;;;
065937000;+03:00;2761147202;196.32;10;;;
065937000;+03:00;2761147203;196.32;50;;;
065937000;+03:00;2761147204;196.32;360;;;
065937000;+03:00;2761147205;196.32;20;;;
065937000;+03:00;2761147206;196.32;10;;;
065937000;+03:00;2761147207;196.32;500;;;
065937000;+03:00;2761147208;196.32;10;;;
065937000;+03:00;2761147209;196.32;100;;;
065937000;+03:00;2761147210;196.32;890;;;
070000000;+03:00;2761147649;196.32;30;;;
070000000;+03:00;2761147705;196.3;50;;;
070000000;+03:00;2761147706;196.3;2500;;;
070000000;+03:00;2761147707;196.3;3000;;;
070000000;+03:00;2761147708;196.26;20;;;
070000000;+03:00;2761147709;196.26;47770;;;
070000000;+03:00;2761147710;196.25;50;;;
070000000;+03:00;2761147737;196.23;30;;;
070000000;+03:00;2761147738;196.2;50;;;
070000000;+03:00;2761147739;196.2;3000;;;
070000000;+03:00;2761147774;196.15;50;;;
070000000;+03:00;2761147775;196.15;5000;;;
070001000;+03:00;2761147810;196.31;200;;;
070001000;+03:00;2761147811;196.31;400;;;
070001000;+03:00;2761147812;196.31;500;;;
070001000;+03:00;2761147813;196.31;500;;;
070001000;+03:00;2761147814;196.31;1000;;;
070001000;+03:00;2761147815;196.31;500;;;
070001000;+03:00;2761147816;196.31;500;;;
070001000;+03:00;2761147817;196.31;1870;;;
070001000;+03:00;2761147818;196.32;1670;;;
070001000;+03:00;2761147819;196.33;50;;;
070001000;+03:00;2761147820;196.34;70;;;
070001000;+03:00;2761147821;196.35;540;;;
070001000;+03:00;2761147837;196.35;20;;;
070001000;+03:00;2761147838;196.3;500;;;
070001000;+03:00;2761147840;196.3;30;;;
070001000;+03:00;2761147855;196.3;140;;;
070001000;+03:00;2761147859;196.3;280;;;
070001000;+03:00;2761147918;196.3;30;;;
070001000;+03:00;2761147949;196.3;10;;;
070001000;+03:00;2761147950;196.1;1910;;;
070001000;+03:00;2761147951;196.3;50;;;
070001000;+03:00;2761147965;196.3;1000;;;
070001000;+03:00;2761147970;196.3;170;;;
070001000;+03:00;2761147972;196.3;290;;;
070001000;+03:00;2761147973;196.3;110;;;
070001000;+03:00;2761147974;196.3;500;;;
070001000;+03:00;2761147975;196.3;30;;;
070001000;+03:00;2761147976;196.3;200;;;
070002000;+03:00;2761148086;196.2;50;;;
070002000;+03:00;2761148167;196.2;70;;;
070002000;+03:00;2761148168;196.26;60;;;
070002000;+03:00;2761148169;196.28;2790;;;
070002000;+03:00;2761148170;196.28;400;;;
070002000;+03:00;2761148171;196.28;4400;;;
070002000;+03:00;2761148172;196.28;100;;;
070002000;+03:00;2761148173;196.28;400;;;
070002000;+03:00;2761148174;196.28;700;;;
070002000;+03:00;2761148175;196.28;50;;;
070002000;+03:00;2761148282;196.11;10;;;
070002000;+03:00;2761148297;196.11;10;;;
070002000;+03:00;2761148298;196.11;1010;;;
070002000;+03:00;2761148300;196.28;3000;;;
070002000;+03:00;2761148302;196.28;1500;;;
070002000;+03:00;2761148304;196.28;3000;;;
070002000;+03:00;2761148317;196.28;150;;;
070002000;+03:00;2761148321;196.28;3000;;;
070002000;+03:00;2761148324;196.28;510;;;
070002000;+03:00;2761148325;196.3;1160;;;
070002000;+03:00;2761148332;196.31;50;;;
070002000;+03:00;2761148376;196.34;160;;;
070002000;+03:00;2761148377;196.34;80;;;
070002000;+03:00;2761148378;196.35;80;;;
070002000;+03:00;2761148382;196.35;200;;;
070002000;+03:00;2761148384;196.3;80;;;
070002000;+03:00;2761148387;196.3;200;;;
070003000;+03:00;2761148433;196.35;160;;;
070003000;+03:00;2761148434;196.38;100;;;
070003000;+03:00;2761148435;196.38;60;;;
070003000;+03:00;2761148436;196.39;20;;;
070003000;+03:00;2761148437;196.39;160;;;
070003000;+03:00;2761148443;196.3;100;;;
070003000;+03:00;2761148521;196.4;20;;;
070003000;+03:00;2761148522;196.41;30;;;
070003000;+03:00;2761148523;196.41;80;;;
070003000;+03:00;2761148529;196.34;40;;;
070004000;+03:00;2761148672;196.35;10;;;
070004000;+03:00;2761148673;196.33;40;;;
070004000;+03:00;2761148674;196.41;50;;;
070005000;+03:00;2761148765;196.41;10;;;
070005000;+03:00;2761148771;196.33;250;;;
070005000;+03:00;2761148783;196.33;500;;;
070005000;+03:00;2761148784;196.33;300;;;
070006000;+03:00;2761148823;196.34;10000;;;
070006000;+03:00;2761148824;196.41;30;;;
070006000;+03:00;2761148825;196.41;100;;;
070006000;+03:00;2761148826;196.42;40;;;
070006000;+03:00;2761148827;196.43;50;;;
070006000;+03:00;2761148828;196.43;3000;;;
070006000;+03:00;2761148829;196.44;100;;;
070006000;+03:00;2761148830;196.44;2480;;;
070006000;+03:00;2761148831;196.44;1000;;;
070006000;+03:00;2761148832;196.44;1520;;;
070006000;+03:00;2761148833;196.44;480;;;
070006000;+03:00;2761148834;196.44;5000;;;
070006000;+03:00;2761148835;196.44;1000;;;
070006000;+03:00;2761148836;196.44;1000;;;
070006000;+03:00;2761148837;196.44;1600;;;
070006000;+03:00;2761148838;196.44;400;;;
070006000;+03:00;2761148839;196.44;520;;;
