070000000;+03:00;195.26;195.69;194.65;195.45;2016650
071500000;+03:00;195.45;195.55;194.86;194.99;989990
073000000;+03:00;194.99;195.2;194.4;194.41;2028540
074500000;+03:00;194.41;194.5;193.66;193.74;2306530
080000000;+03:00;193.71;194.07;193.45;193.81;2267300
081500000;+03:00;193.81;193.86;193.55;193.7;1440120
083000000;+03:00;193.68;194.13;193.6;194;1175740
084500000;+03:00;194;194.38;193.96;193.96;954980
090000000;+03:00;193.96;193.96;193.24;193.35;2433910
091500000;+03:00;193.31;193.42;192.75;193.4;2882290
093000000;+03:00;193.32;193.4;192.7;193.24;932540
094500000;+03:00;193.25;193.4;193.04;193.28;340860
100000000;+03:00;193.29;193.38;193;193.21;344110
101500000;+03:00;193.16;193.75;193.12;193.71;1004190
103000000;+03:00;193.65;193.92;193.6;193.8;523180
104500000;+03:00;193.8;193.86;193.48;193.58;248860
110000000;+03:00;193.55;193.7;193.33;193.65;376340
111500000;+03:00;193.68;193.81;193.5;193.68;209750
113000000;+03:00;193.7;193.83;193;193.24;968340
114500000;+03:00;193.2;193.23;192.8;193.08;753760
120000000;+03:00;193.1;193.26;192.97;193.16;220850
121500000;+03:00;193.16;193.19;192.85;193;373640
123000000;+03:00;193.01;193.3;193.01;193.23;323300
124500000;+03:00;193.27;193.41;193.2;193.27;231840
130000000;+03:00;193.32;193.72;193.28;193.56;816690
131500000;+03:00;193.53;193.57;193.13;193.14;819050
133000000;+03:00;193.15;193.39;192.51;192.74;2641940
134500000;+03:00;192.73;192.95;192.15;192.4;2146300
140000000;+03:00;192.42;192.43;191.81;192.34;2476590
141500000;+03:00;192.36;192.37;191.81;191.98;1359880
143000000;+03:00;191.96;192.16;191.9;192;750180
144500000;+03:00;192;192.58;192;192.53;799990
150000000;+03:00;192.57;192.65;192.4;192.41;679280
151500000;+03:00;192.43;192.6;192.4;192.5;818430
153000000;+03:00;192.52;192.64;192.13;192.21;918200
154500000;+03:00;192.2;192.2;192.2;192.2;727130
