070000000;+03:00;193.54;193.79;193.04;193.31;1837810
071000000;+03:00;193.31;193.51;193.13;193.37;648640
072000000;+03:00;193.37;193.54;192.82;192.91;792050
073000000;+03:00;192.91;193;192.57;192.95;615380
074000000;+03:00;192.95;193.33;192.95;193.19;479450
075000000;+03:00;193.2;193.44;193.13;193.34;499880
080000000;+03:00;193.3;193.39;193.1;193.11;347310
081000000;+03:00;193.12;193.3;192.82;193.21;470750
082000000;+03:00;193.21;193.39;192.75;192.87;623120
083000000;+03:00;192.83;193.37;192.75;193.28;524800
084000000;+03:00;193.28;193.29;192.75;193.06;464280
085000000;+03:00;193.06;193.18;192.75;192.84;150890
090000000;+03:00;192.81;192.9;192.3;192.6;786440
091000000;+03:00;192.6;192.66;192.23;192.47;258780
092000000;+03:00;192.49;192.59;192.36;192.38;103420
093000000;+03:00;192.37;192.65;192.28;192.62;170510
094000000;+03:00;192.6;192.81;192.43;192.77;139890
095000000;+03:00;192.72;192.88;192.64;192.68;106760
100000000;+03:00;192.68;192.82;192.48;192.5;263580
101000000;+03:00;192.52;193.1;192.51;193.01;569520
102000000;+03:00;193.01;193.26;193;193.25;467700
103000000;+03:00;193.25;193.37;193.01;193.01;433190
104000000;+03:00;193.01;193.16;192.83;192.98;725830
105000000;+03:00;192.97;193.2;192.88;193.17;292650
110000000;+03:00;193.16;193.3;193.14;193.23;390740
111000000;+03:00;193.23;193.5;193.22;193.35;799120
112000000;+03:00;193.35;193.37;193.05;193.2;223310
113000000;+03:00;193.16;193.24;193;193.01;271770
114000000;+03:00;193.01;193.25;192.78;193.25;698000
115000000;+03:00;193.25;193.38;193.1;193.25;177050
120000000;+03:00;193.25;193.38;193.06;193.07;169180
121000000;+03:00;193.09;193.38;193.03;193.13;232590
122000000;+03:00;193.17;193.36;193.05;193.34;437240
123000000;+03:00;193.35;193.39;193.26;193.38;139570
124000000;+03:00;193.38;193.39;193.28;193.35;115550
125000000;+03:00;193.32;193.38;193.26;193.38;137880
130000000;+03:00;193.37;193.38;193.15;193.33;276350
131000000;+03:00;193.32;193.38;193.26;193.33;148870
132000000;+03:00;193.33;193.98;193.26;193.83;1545840
133000000;+03:00;193.87;194.14;193.73;193.98;735230
134000000;+03:00;193.86;194.08;192.98;193.11;2319970
135000000;+03:00;193.1;193.19;192.4;192.78;1796320
140000000;+03:00;192.76;193.29;192.72;193.05;703220
141000000;+03:00;193.02;193.32;192.82;193.15;727300
142000000;+03:00;193.17;193.42;193;193.1;549990
143000000;+03:00;193.1;193.27;193;193.01;603390
144000000;+03:00;193.02;193.4;193;193.1;759640
145000000;+03:00;193.1;193.2;193.01;193.06;283310
150000000;+03:00;193.08;193.2;192.92;192.95;771430
151000000;+03:00;192.97;193.1;192.92;192.97;434240
152000000;+03:00;192.98;193.18;192.92;192.92;332010
153000000;+03:00;192.96;193.2;192.85;192.99;893380
154000000;+03:00;192.97;192.97;192.97;192.97;295250
